Mode,Real,Imaginary,Frequency,damping,damp<0.05?
37,-0.216897703144951,314.158534642912,49.9998837029259,0.000690408273319276,<!>
38,-0.216897703144951,-314.158534642912,49.9998837029259,0.000690408273319276,<!>
39,-0.232633888387596,1.76156487427711e-05,2.80361757318256e-06,0.999999997133042,
40,-0.232633888387596,-1.76156487427711e-05,2.80361757318256e-06,0.999999997133042,
41,-0.235446158694728,314.150110965772,49.99854303307,0.000749470028341615,<!>
42,-0.235446158694728,-314.150110965772,49.99854303307,0.000749470028341615,<!>
43,-0.253237996977015,0,0,1,
44,-0.253262778844311,0,0,1,
45,-0.259798320163881,314.152952730907,49.9989953140384,0.000826980071547759,<!>
46,-0.259798320163881,-314.152952730907,49.9989953140384,0.000826980071547759,<!>
47,-0.265117410421112,6.01973705695655,0.958070908728094,0.0439987104068534,<!>
48,-0.265117410421112,-6.01973705695655,0.958070908728094,0.0439987104068534,<!>
49,-0.277846063284167,0,0,1,
50,-0.27789496422581,0,0,1,
51,-0.293951211588762,314.048891360601,49.9824334325693,0.000936004204788969,<!>
52,-0.293951211588762,-314.048891360601,49.9824334325693,0.000936004204788969,<!>
53,-0.30905811342813,2.381302053569,0.378995992820388,0.128705897408253,
54,-0.30905811342813,-2.381302053569,0.378995992820388,0.128705897408253,
55,-0.311890154341896,314.15327694443,49.9990469142231,0.000992795630429883,<!>
56,-0.311890154341896,-314.15327694443,49.9990469142231,0.000992795630429883,<!>
57,-0.342430370378219,314.156327163424,49.9995323716537,0.00108999926899304,<!>
58,-0.342430370378219,-314.156327163424,49.9995323716537,0.00108999926899304,<!>
59,-0.401870233658677,314.157150855913,49.9996634663849,0.00127920024663714,<!>
60,-0.401870233658677,-314.157150855913,49.9996634663849,0.00127920024663714,<!>
61,-0.454689732469135,0,0,1,
62,-0.454725587826729,0,0,1,
63,-0.496095187133389,6.71435261113777,1.06862240772455,0.0736849278155208,
64,-0.496095187133389,-6.71435261113777,1.06862240772455,0.0736849278155208,
65,-0.497621061155129,314.159349327896,50.0000133640682,0.00158397462294145,<!>
66,-0.497621061155129,-314.159349327896,50.0000133640682,0.00158397462294145,<!>
67,-0.522171352215759,0.646460959302863,0.102887457188979,0.628358815022899,
68,-0.522171352215759,-0.646460959302863,0.102887457188979,0.628358815022899,
69,-0.565976593940958,314.109644945119,49.9921026658558,0.00180184112232657,<!>
70,-0.565976593940958,-314.109644945119,49.9921026658558,0.00180184112232657,<!>
71,-0.599066667114906,313.843822711568,49.9497957434025,0.00190880155161688,<!>
72,-0.599066667114906,-313.843822711568,49.9497957434025,0.00190880155161688,<!>
73,-0.625227502589247,0,0,1,
74,-0.625254249791855,0,0,1,
75,-0.637053017648104,0.770993633781507,0.122707447908709,0.636967755466536,
76,-0.637053017648104,-0.770993633781507,0.122707447908709,0.636967755466536,
77,-0.66545116801717,0.149906565468611,0.0238583708962582,0.975553195034242,
78,-0.66545116801717,-0.149906565468611,0.0238583708962582,0.975553195034242,
79,-0.695748683097719,314.13974641213,49.996893463125,0.0022147690148989,<!>
80,-0.695748683097719,-314.13974641213,49.996893463125,0.0022147690148989,<!>
81,-0.725896159875297,0,0,1,
82,-0.75466967254125,4.81927770087022,0.76701186822604,0.154708570302812,
83,-0.75466967254125,-4.81927770087022,0.76701186822604,0.154708570302812,
84,-0.761827993934073,3.73282702267389,0.594097872365552,0.19996670496823,
85,-0.761827993934073,-3.73282702267389,0.594097872365552,0.19996670496823,
86,-0.884934569222918,0,0,1,
87,-0.890656636513241,0.8509484713116,0.135432655525733,0.723040736453807,
88,-0.890656636513241,-0.8509484713116,0.135432655525733,0.723040736453807,
89,-1.17674265797553,0,0,1,
90,-1.17697132833063,0,0,1,
91,-1.19376742112074,0,0,1,
92,-1.22342092580013,0,0,1,
93,-1.25026222539585,0,0,1,
94,-1.25051962071408,0,0,1,
95,-1.31262123655946,5.8319031756733,0.928176218041728,0.219582734694795,
96,-1.31262123655946,-5.8319031756733,0.928176218041728,0.219582734694795,
97,-1.37655077854086,0.849856704795625,0.135258895488013,0.850899084658404,
98,-1.37655077854086,-0.849856704795625,0.135258895488013,0.850899084658404,
99,-1.68492157492194,313.601815368042,49.9112790784159,0.00537272800580643,<!>
100,-1.68492157492194,-313.601815368042,49.9112790784159,0.00537272800580643,<!>
101,-1.72137598720444,0.553160455044744,0.0880382207433331,0.952050950490273,
102,-1.72137598720444,-0.553160455044744,0.0880382207433331,0.952050950490273,
103,-1.73275784578907,0,0,1,
104,-2.16077489098709,8.85806147763376,1.40980427037731,0.236984346339953,
105,-2.16077489098709,-8.85806147763376,1.40980427037731,0.236984346339953,
106,-2.20530211365432,13.4985729647604,2.14836461202824,0.161235405687271,
107,-2.20530211365432,-13.4985729647604,2.14836461202824,0.161235405687271,
108,-2.62532120652213,314.134492763759,49.9960573190174,0.00835702410710284,<!>
109,-2.62532120652213,-314.134492763759,49.9960573190174,0.00835702410710284,<!>
110,-2.65217978464981,10.4196021607942,1.65833118894139,0.246672067141533,
111,-2.65217978464981,-10.4196021607942,1.65833118894139,0.246672067141533,
112,-2.91620755076221,314.013474811138,49.9767967136549,0.00928648620778784,<!>
113,-2.91620755076221,-314.013474811138,49.9767967136549,0.00928648620778784,<!>
114,-3.27226461438069,20.0679864509433,3.1939192415688,0.160933508354285,
115,-3.27226461438069,-20.0679864509433,3.1939192415688,0.160933508354285,
116,-3.28296865630803,14.7851326657058,2.35312694801654,0.216765831515175,
117,-3.28296865630803,-14.7851326657058,2.35312694801654,0.216765831515175,
118,-3.91939565446776,0,0,1,
119,-4.26565149496589,0,0,1,
120,-4.48418567660481,0,0,1,
121,-4.79337090583204,0,0,1,
122,-5.80135402404659,0,0,1,
123,-6.06956793661239,0,0,1,
124,-6.11285845836544,313.932624673049,49.9639290145285,0.0194681898271503,<!>
125,-6.11285845836544,-313.932624673049,49.9639290145285,0.0194681898271503,<!>
126,-6.40842403258258,0,0,1,
127,-7.95418727866625,0,0,1,
128,-8.62545272293252,0,0,1,
129,-9.10994747633752,313.698584421089,49.9266803515465,0.0290282102958084,<!>
130,-9.10994747633752,-313.698584421089,49.9266803515465,0.0290282102958084,<!>
131,-9.25238322716444,0,0,1,
132,-9.93806534828227,0,0,1,
133,-9.95010291465396,0,0,1,
134,-10.4531454443172,314.128001213281,49.9950241566705,0.0332582979459306,<!>
135,-10.4531454443172,-314.128001213281,49.9950241566705,0.0332582979459306,<!>
136,-11.1020533366425,252.175147061971,40.1349211798383,0.0439825652726224,<!>
137,-11.1020533366425,-252.175147061971,40.1349211798383,0.0439825652726224,<!>
138,-12.78324311195,314.156527646712,49.9995642795599,0.0406570365475527,<!>
139,-12.78324311195,-314.156527646712,49.9995642795599,0.0406570365475527,<!>
140,-14.0701722486833,231.805200984137,36.8929435710357,0.0605867528945165,
141,-14.0701722486833,-231.805200984137,36.8929435710357,0.0605867528945165,
142,-15.0516764432121,0,0,1,
143,-15.5983440352372,0,0,1,
144,-15.6669877907989,0.00627205430868251,0.000998228446567642,0.999999919865679,
145,-15.6669877907989,-0.00627205430868251,0.000998228446567642,0.999999919865679,
146,-15.672512254692,0,0,1,
147,-15.6853912060487,295.140863805568,46.9731273830681,0.0530705460816118,
148,-15.6853912060487,-295.140863805568,46.9731273830681,0.0530705460816118,
149,-15.6965883570866,0,0,1,
150,-15.6968834168907,0,0,1,
151,-15.7054131230099,0,0,1,
152,-15.7087659581515,0,0,1,
153,-15.708791626876,0.00126969261407951,0.000202077855738023,0.999999996733508,
154,-15.708791626876,-0.00126969261407951,0.000202077855738023,0.999999996733508,
155,-15.7090230867694,0,0,1,
156,-15.7098842222386,0,0,1,
157,-15.7107033981255,0,0,1,
158,-15.7116578425086,0,0,1,
159,-15.7129091983877,0,0,1,
160,-15.8222694870778,313.810441989883,49.9444830365424,0.0503558654238306,
161,-15.8222694870778,-313.810441989883,49.9444830365424,0.0503558654238306,
162,-16.3425354037238,260.210424781866,41.4137753480758,0.0626815742498975,
163,-16.3425354037238,-260.210424781866,41.4137753480758,0.0626815742498975,
164,-16.4794583760311,202.182672491777,32.1783717345961,0.0812383605920276,
165,-16.4794583760311,-202.182672491777,32.1783717345961,0.0812383605920276,
166,-17.0553699924317,0,0,1,
167,-18.4511674768731,0,0,1,
168,-18.8568026444243,275.646930204371,43.8705714901324,0.0682497483635783,
169,-18.8568026444243,-275.646930204371,43.8705714901324,0.0682497483635783,
170,-18.8879180194792,312.236540620782,49.6939888537108,0.0603819592813092,
171,-18.8879180194792,-312.236540620782,49.6939888537108,0.0603819592813092,
172,-18.9356616907769,314.156343030161,49.9995348969232,0.0601654514135686,
173,-18.9356616907769,-314.156343030161,49.9995348969232,0.0601654514135686,
174,-19.1774062450103,0,0,1,
175,-20.3787281237942,307.829888555744,48.9926483950739,0.0660566733261452,
176,-20.3787281237942,-307.829888555744,48.9926483950739,0.0660566733261452,
177,-20.517774621082,17707.0253022723,2818.1606043099,0.00115873561462423,<!>
178,-20.517774621082,-17707.0253022723,2818.1606043099,0.00115873561462423,<!>
179,-20.5178461760943,18335.3435915657,2918.16056588598,0.00111903184290335,<!>
180,-20.5178461760943,-18335.3435915657,2918.16056588598,0.00111903184290335,<!>
181,-21.3848106470953,0,0,1,
182,-21.7872580259059,314.009589687336,49.9761783769973,0.0692176411389114,
183,-21.7872580259059,-314.009589687336,49.9761783769973,0.0692176411389114,
184,-22.1355321851736,314.139833995788,49.9969074024972,0.07028966172984,
185,-22.1355321851736,-314.139833995788,49.9969074024972,0.07028966172984,
186,-22.3669359171337,0,0,1,
187,-22.7605995987142,314.156162374636,49.9995061447034,0.0722605548102134,
188,-22.7605995987142,-314.156162374636,49.9995061447034,0.0722605548102134,
189,-22.8713769861405,0,0,1,
190,-23.2291662063636,314.13038774567,49.9954039850971,0.0737461738977224,
191,-23.2291662063636,-314.13038774567,49.9954039850971,0.0737461738977224,
192,-24.0580220846843,313.464757967128,49.889465715573,0.0765236846335359,
193,-24.0580220846843,-313.464757967128,49.889465715573,0.0765236846335359,
194,-24.6435860639322,314.145782633147,49.9978541575374,0.078206073135045,
195,-24.6435860639322,-314.145782633147,49.9978541575374,0.078206073135045,
196,-25.7537013508723,314.103703142956,49.9911569986708,0.0817168661553657,
197,-25.7537013508723,-314.103703142956,49.9911569986708,0.0817168661553657,
198,-26.4764993602192,313.937599216187,49.9647207376586,0.084038481126296,
199,-26.4764993602192,-313.937599216187,49.9647207376586,0.084038481126296,
200,-28.5486210433506,314.121065849714,49.9939203592767,0.0905110952755069,
201,-28.5486210433506,-314.121065849714,49.9939203592767,0.0905110952755069,
202,-28.6513264014783,314.159265358864,49.9999999999817,0.0908230788087008,
203,-28.6513264014783,-314.159265358864,49.9999999999817,0.0908230788087008,
204,-28.937842168766,0,0,1,
205,-30.1424449315984,0,0,1,
206,-30.6783290397304,313.96111436894,49.9684632904567,0.0972506149814883,
207,-30.6783290397304,-313.96111436894,49.9684632904567,0.0972506149814883,
208,-30.7555343081835,0,0,1,
209,-35.3752508292226,0,0,1,
210,-37.6636037779181,468.786613788555,74.6097068397598,0.0800846900251672,
211,-37.6636037779181,-468.786613788555,74.6097068397598,0.0800846900251672,
212,-38.2369092056233,29556.8992317831,4704.12661520732,0.00129367011435979,<!>
213,-38.2369092056233,-29556.8992317831,4704.12661520732,0.00129367011435979,<!>
214,-38.2379885303999,30185.2166238395,4804.12643398371,0.00126677765232429,<!>
215,-38.2379885303999,-30185.2166238395,4804.12643398371,0.00126677765232429,<!>
216,-38.5288890129198,87.9895227011667,14.0039674781872,0.401111303569337,
217,-38.5288890129198,-87.9895227011667,14.0039674781872,0.401111303569337,
218,-39.2070621767751,0,0,1,
219,-40.0834850911864,0,0,1,
220,-40.0897510248534,0,0,1,
221,-40.0991673440468,0,0,1,
222,-41.3289088766187,0,0,1,
223,-41.5924153630188,313.731138012567,49.9318614165457,0.131423536507111,
224,-41.5924153630188,-313.731138012567,49.9318614165457,0.131423536507111,
225,-47.9514210307734,6893.44802904153,1097.12632876904,0.00695591825089606,<!>
226,-47.9514210307734,-6893.44802904153,1097.12632876904,0.00695591825089606,<!>
227,-48.1351657313745,7521.84744681197,1197.13920234328,0.00639924971685163,<!>
228,-48.1351657313745,-7521.84744681197,1197.13920234328,0.00639924971685163,<!>
229,-55.4204242026746,308.245519338976,49.0587980887265,0.176955771380588,
230,-55.4204242026746,-308.245519338976,49.0587980887265,0.176955771380588,
231,-59.7819712731823,0,0,1,
232,-63.3189518450085,0,0,1,
233,-63.6744536407469,0,0,1,
234,-65.3587845828827,0,0,1,
235,-65.5006960003282,565.738182010351,90.0400281627697,0.115010884216399,
236,-65.5006960003282,-565.738182010351,90.0400281627697,0.115010884216399,
237,-65.5756792877836,0,0,1,
238,-65.5883423586646,0,0,1,
239,-99.1188307988426,0,0,1,
240,-100.644636925878,0,0,1,
241,-100.738649936418,0,0,1,
242,-101.103711664391,0,0,1,
243,-101.205366063333,0,0,1,
244,-102.041340274923,0,0,1,
245,-102.382548323467,0,0,1,
246,-103.940634542286,0,0,1,
247,-104.119856521115,0,0,1,
248,-104.502350208606,0,0,1,
249,-104.675767599164,0,0,1,
250,-106.472487239973,8311.56113825991,1322.82603996456,0.0128091161763879,<!>
251,-106.472487239973,-8311.56113825991,1322.82603996456,0.0128091161763879,<!>
252,-111.943432993082,28.2271252047235,4.49248650560558,0.969648778455375,
253,-111.943432993082,-28.2271252047235,4.49248650560558,0.969648778455375,
254,-112.506088692377,8917.20970042101,1419.218002409,0.0126157328430941,<!>
255,-112.506088692377,-8917.20970042101,1419.218002409,0.0126157328430941,<!>
256,-116.595508710568,8261.8183945994,1314.90923642804,0.0141111670605599,<!>
257,-116.595508710568,-8261.8183945994,1314.90923642804,0.0141111670605599,<!>
258,-135.129478057038,19.9370986467244,3.17308780053693,0.989290403175097,
259,-135.129478057038,-19.9370986467244,3.17308780053693,0.989290403175097,
260,-139.976707290962,4231.95305243108,673.536247227241,0.0330580700819188,<!>
261,-139.976707290962,-4231.95305243108,673.536247227241,0.0330580700819188,<!>
262,-140.478612124169,6669.50996562103,1061.48547902924,0.0210581380210584,<!>
263,-140.478612124169,-6669.50996562103,1061.48547902924,0.0210581380210584,<!>
264,-145.781833660622,7259.4105078975,1155.37106626513,0.020077724922089,<!>
265,-145.781833660622,-7259.4105078975,1155.37106626513,0.020077724922089,<!>
266,-147.620021832107,2589.98212970594,412.208458462375,0.0569041860012084,
267,-147.620021832107,-2589.98212970594,412.208458462375,0.0569041860012084,
268,-153.782680313881,9202.1027523756,1464.56013988011,0.0167093559692283,<!>
269,-153.782680313881,-9202.1027523756,1464.56013988011,0.0167093559692283,<!>
270,-155.12845854194,32.749721662272,5.21228008743431,0.978433799279304,
271,-155.12845854194,-32.749721662272,5.21228008743431,0.978433799279304,
272,-161.132484730852,3227.98197457883,513.749287465757,0.0498553305639245,<!>
273,-161.132484730852,-3227.98197457883,513.749287465757,0.0498553305639245,<!>
274,-174.283632979034,6310.23905516529,1004.30573772109,0.0276086525433222,<!>
275,-174.283632979034,-6310.23905516529,1004.30573772109,0.0276086525433222,<!>
276,-176.432370983727,1622.94173666369,258.299199740172,0.108074715694117,
277,-176.432370983727,-1622.94173666369,258.299199740172,0.108074715694117,
278,-179.107733752257,3132.15640726944,498.498174753884,0.0570902565500592,
279,-179.107733752257,-3132.15640726944,498.498174753884,0.0570902565500592,
280,-182.492147746771,3748.10522703866,596.529474111773,0.0486315643094792,<!>
281,-182.492147746771,-3748.10522703866,596.529474111773,0.0486315643094792,<!>
282,-184.498325014728,1289.1767764266,205.178856487569,0.141669840492337,
283,-184.498325014728,-1289.1767764266,205.178856487569,0.141669840492337,
284,-185.25600229533,632.857040036242,100.722326192273,0.280940031756661,
285,-185.25600229533,-632.857040036242,100.722326192273,0.280940031756661,
286,-186.225349293476,2237.38891910507,356.091506094604,0.0829465164510031,
287,-186.225349293476,-2237.38891910507,356.091506094604,0.0829465164510031,
288,-206.351471758672,25237.8134087127,4016.72275682754,0.0081760084085591,<!>
289,-206.351471758672,-25237.8134087127,4016.72275682754,0.0081760084085591,<!>
290,-206.352171093576,25866.131307898,4116.722656316,0.00797744364811712,<!>
291,-206.352171093576,-25866.131307898,4116.722656316,0.00797744364811712,<!>
292,-226.791442785942,1203.89866764434,191.606423937343,0.185124685227404,
293,-226.791442785942,-1203.89866764434,191.606423937343,0.185124685227404,
294,-234.46164215665,5165.0278685263,822.039716483357,0.0453473732266299,<!>
295,-234.46164215665,-5165.0278685263,822.039716483357,0.0453473732266299,<!>
296,-245.347987193846,6079.89226953522,967.644908162732,0.0403211853211627,<!>
297,-245.347987193846,-6079.89226953522,967.644908162732,0.0403211853211627,<!>
298,-249.369362762588,5460.75438580468,869.106053511562,0.045618194622062,<!>
299,-249.369362762588,-5460.75438580468,869.106053511562,0.045618194622062,<!>
300,-251.180174672133,1450.59802961947,230.869846853302,0.170617362945774,
301,-251.180174672133,-1450.59802961947,230.869846853302,0.170617362945774,
302,-256.315424264341,4547.75662262433,723.797946469566,0.0562715452996591,
303,-256.315424264341,-4547.75662262433,723.797946469566,0.0562715452996591,
304,-265.434480897412,2845.13954174302,452.818021854612,0.0928906377438226,
305,-265.434480897412,-2845.13954174302,452.818021854612,0.0928906377438226,
306,-275.18438597955,2059.15459422811,327.72463226179,0.132461880015684,
307,-275.18438597955,-2059.15459422811,327.72463226179,0.132461880015684,
308,-291.527965848293,9441.46497345187,1502.65582055386,0.0308626990084809,<!>
309,-291.527965848293,-9441.46497345187,1502.65582055386,0.0308626990084809,<!>
310,-293.029996639052,2124.80565419332,338.173322974475,0.136616056196909,
311,-293.029996639052,-2124.80565419332,338.173322974475,0.136616056196909,
312,-293.839989870644,4008.27878177931,637.937381410538,0.0731120789980085,
313,-293.839989870644,-4008.27878177931,637.937381410538,0.0731120789980085,
314,-294.376784359423,1703.56708165237,271.131121933609,0.170276705610377,
315,-294.376784359423,-1703.56708165237,271.131121933609,0.170276705610377,
316,-300.457267625669,1114.30897679185,177.347781788096,0.260337826324095,
317,-300.457267625669,-1114.30897679185,177.347781788096,0.260337826324095,
318,-319.721325755416,4661.55185639598,741.909020424621,0.0684261310657484,
319,-319.721325755416,-4661.55185639598,741.909020424621,0.0684261310657484,
320,-324.145447078322,3806.57721723933,605.83558038463,0.0848469788057885,
321,-324.145447078322,-3806.57721723933,605.83558038463,0.0848469788057885,
322,-327.369491473868,12542.9805950435,1996.27736280689,0.0260909314026891,<!>
323,-327.369491473868,-12542.9805950435,1996.27736280689,0.0260909314026891,<!>
324,-327.381010584243,13171.2717717059,2096.27300927374,0.0248480127240938,<!>
325,-327.381010584243,-13171.2717717059,2096.27300927374,0.0248480127240938,<!>
326,-338.219045006352,4442.32555911209,707.018071556158,0.0759158726420175,
327,-338.219045006352,-4442.32555911209,707.018071556158,0.0759158726420175,
328,-341.430019253761,4236.95313959336,674.332035815008,0.0803234768518698,
329,-341.430019253761,-4236.95313959336,674.332035815008,0.0803234768518698,
330,-343.53985853095,4875.79085526153,776.006216097133,0.0702840423469564,
331,-343.53985853095,-4875.79085526153,776.006216097133,0.0702840423469564,
332,-343.943807836539,10197.9896752778,1623.06046642057,0.0337074629378997,<!>
333,-343.943807836539,-10197.9896752778,1623.06046642057,0.0337074629378997,<!>
334,-359.043284703042,877.424695042069,139.646477406844,0.378720327759525,
335,-359.043284703042,-877.424695042069,139.646477406844,0.378720327759525,
336,-359.45504018935,2322.16104789299,369.583409427625,0.152971504860904,
337,-359.45504018935,-2322.16104789299,369.583409427625,0.152971504860904,
338,-393.068736985528,2076.83142685163,330.53798755203,0.185962320033756,
339,-393.068736985528,-2076.83142685163,330.53798755203,0.185962320033756,
340,-414.427666707172,9855.00763723316,1568.47317967404,0.0420153619087869,<!>
341,-414.427666707172,-9855.00763723316,1568.47317967404,0.0420153619087869,<!>
342,-414.68964838291,9226.79142183586,1468.48946366307,0.0448987554297137,<!>
343,-414.68964838291,-9226.79142183586,1468.48946366307,0.0448987554297137,<!>
344,-425.03959697071,4814.09369309625,766.186807763786,0.0879485534089488,
345,-425.03959697071,-4814.09369309625,766.186807763786,0.0879485534089488,
346,-429.234738487067,1530.24389881815,243.545880633123,0.270077089478228,
347,-429.234738487067,-1530.24389881815,243.545880633123,0.270077089478228,
348,-435.60856472436,4951.51145569924,788.05752395068,0.0876363869629189,
349,-435.60856472436,-4951.51145569924,788.05752395068,0.0876363869629189,
350,-437.290479421646,2618.92241994291,416.814448708103,0.164693384069142,
351,-437.290479421646,-2618.92241994291,416.814448708103,0.164693384069142,
352,-458.260354845588,8658.00880799808,1377.96489912606,0.0528550854451615,
353,-458.260354845588,-8658.00880799808,1377.96489912606,0.0528550854451615,
354,-470.93413389499,5383.06957108322,856.742131245464,0.0871514399762809,
355,-470.93413389499,-5383.06957108322,856.742131245464,0.0871514399762809,
356,-474.825008020593,5302.45398861356,843.911762805185,0.0891912691563608,
357,-474.825008020593,-5302.45398861356,843.911762805185,0.0891912691563608,
358,-486.780513905845,2835.17502026662,451.232119006098,0.169217257719814,
359,-486.780513905845,-2835.17502026662,451.232119006098,0.169217257719814,
360,-498.441275540564,2436.62375382082,387.800714875714,0.20041204471402,
361,-498.441275540564,-2436.62375382082,387.800714875714,0.20041204471402,
362,-499.790407402191,5329.58532886404,848.229849718756,0.0933669646611432,
363,-499.790407402191,-5329.58532886404,848.229849718756,0.0933669646611432,
364,-503.023006850591,3304.51913027261,525.930554124617,0.150489189961879,
365,-503.023006850591,-3304.51913027261,525.930554124617,0.150489189961879,
366,-512.153875172692,3469.17786735124,552.13680605395,0.146046820404116,
367,-512.153875172692,-3469.17786735124,552.13680605395,0.146046820404116,
368,-520.088521988311,5309.23203269399,844.990522025079,0.0974926215150813,
369,-520.088521988311,-5309.23203269399,844.990522025079,0.0974926215150813,
370,-521.974431676403,2583.53907070803,411.183013774224,0.198037060903048,
371,-521.974431676403,-2583.53907070803,411.183013774224,0.198037060903048,
372,-526.476493395754,3903.5439551462,621.268316038006,0.133661223998333,
373,-526.476493395754,-3903.5439551462,621.268316038006,0.133661223998333,
374,-531.148347119333,2694.15332934555,428.787819812832,0.193425370507735,
375,-531.148347119333,-2694.15332934555,428.787819812832,0.193425370507735,
376,-556.150691986877,3171.3494475571,504.735940850464,0.172731259863739,
377,-556.150691986877,-3171.3494475571,504.735940850464,0.172731259863739,
378,-558.975249528993,3986.89099575286,634.533409542636,0.138845296357927,
379,-558.975249528993,-3986.89099575286,634.533409542636,0.138845296357927,
380,-561.289875833078,3718.52882519679,591.822243559768,0.149253343857387,
381,-561.289875833078,-3718.52882519679,591.822243559768,0.149253343857387,
382,-571.586322412855,4847.58309434871,771.516811514303,0.117100386923516,
383,-571.586322412855,-4847.58309434871,771.516811514303,0.117100386923516,
384,-576.969747681567,4529.00947634038,720.814245469608,0.126372901831223,
385,-576.969747681567,-4529.00947634038,720.814245469608,0.126372901831223,
386,-584.792841740684,3059.47756228212,486.930977315941,0.187742580145805,
387,-584.792841740684,-3059.47756228212,486.930977315941,0.187742580145805,
388,-587.241201779613,5849.8466360028,931.032008449341,0.0998837257032703,
389,-587.241201779613,-5849.8466360028,931.032008449341,0.0998837257032703,
390,-618.396904976545,11525.5633343066,1834.35037657361,0.0535773121256264,
391,-618.396904976545,-11525.5633343066,1834.35037657361,0.0535773121256264,
392,-619.829744527929,887.848823762975,141.305529020202,0.572430245385762,
393,-619.829744527929,-887.848823762975,141.305529020202,0.572430245385762,
394,-641.925136907611,10903.3973768863,1735.32958902667,0.05877209642875,
395,-641.925136907611,-10903.3973768863,1735.32958902667,0.05877209642875,
396,-646.897101639239,4060.02004426209,646.172259096487,0.157348675308667,
397,-646.897101639239,-4060.02004426209,646.172259096487,0.157348675308667,
398,-648.608158144028,2455.57927327671,390.817579495993,0.255378085153545,
399,-648.608158144028,-2455.57927327671,390.817579495993,0.255378085153545,
400,-718.246430526156,1484.99679953525,236.344581121679,0.435413358935857,
401,-718.246430526156,-1484.99679953525,236.344581121679,0.435413358935857,
402,-726.023486454392,2190.2898308338,348.595453381111,0.314638660514984,
403,-726.023486454392,-2190.2898308338,348.595453381111,0.314638660514984,
404,-730.210537088245,4386.33125913057,698.106301929128,0.164214163219809,
405,-730.210537088245,-4386.33125913057,698.106301929128,0.164214163219809,
406,-732.526931411704,8295.02140190753,1320.19365916665,0.0879668878051399,
407,-732.526931411704,-8295.02140190753,1320.19365916665,0.0879668878051399,
408,-734.910227608103,8923.21887915458,1420.17439290837,0.0820814077381682,
409,-734.910227608103,-8923.21887915458,1420.17439290837,0.0820814077381682,
410,-735.235353867232,5018.28056340642,798.684157488113,0.144963802547715,
411,-735.235353867232,-5018.28056340642,798.684157488113,0.144963802547715,
412,-736.90113595243,3025.45781209109,481.516565910288,0.23664839083777,
413,-736.90113595243,-3025.45781209109,481.516565910288,0.23664839083777,
